time,start_dates,end_dates,changes,errors,glacier_area_reference,glacier_area_observed,hydrological_correction_value,remarks,year,month,day,time,jt,mb
2004-01-13,2004.0,2004.035519125683,20.6356624861594,36.1124206492365,40888,40888,0.0,,2004,1,13,2004-01-13,2004.035519125683,-118.93806949540384
2004-02-03,2004.035519125683,2004.092896174864,18.46963081169147,40.647691971625065,40888,40888,0.0,,2004,2,3,2004-02-03,2004.0928961748634,-100.46843868371236
2004-02-29,2004.092896174864,2004.1639344262296,3.183113516396596,26.3850202431533,40888,40888,0.0,,2004,2,29,2004-02-29,2004.1639344262296,-97.28532516731576
2004-03-29,2004.1639344262296,2004.2486338797808,-5.786704815491795,23.847450813534,40888,40888,0.0,,2004,3,29,2004-03-29,2004.2431693989072,-103.07202998280755
2004-04-29,2004.2486338797808,2004.330601092896,24.8599620351877,24.8853665387907,40888,40888,0.0,,2004,4,29,2004-04-29,2004.327868852459,-78.21206794761986
2004-05-29,2004.330601092896,2004.415300546448,-2.2969164912187026,27.5939621740897,40888,40888,0.0,,2004,5,29,2004-05-29,2004.4098360655737,-80.50898443883855
2004-06-29,2004.415300546448,2004.4972677595629,5.651240725906202,24.7257431157231,40888,40888,0.0,,2004,6,29,2004-06-29,2004.4945355191257,-74.85774371293235
2004-07-29,2004.4972677595629,2004.5819672131147,-24.1207993731695,24.4230588821066,40888,40888,0.0,,2004,7,29,2004-07-29,2004.5765027322404,-98.97854308610185
2004-09-01,2004.5819672131147,2004.6666666666667,-18.2110438837206,26.2654762989555,40888,40888,0.0,,2004,9,1,2004-09-01,2004.6693989071039,-117.18958696982244
2004-09-29,2004.6666666666667,2004.7486338797808,-12.6826653029066,26.8002156211872,40888,40888,0.0,,2004,9,29,2004-09-29,2004.7459016393443,-129.87225227272904
2004-10-30,2004.7486338797808,2004.8333333333333,-0.4243863142707056,25.1059304133045,40888,40888,0.0,,2004,10,30,2004-10-30,2004.8306010928961,-130.29663858699973
2004-11-29,2004.8333333333333,2004.915300546448,15.046101669949609,26.9105604238254,40888,40888,0.0,,2004,11,29,2004-11-29,2004.9125683060108,-115.25053691705013
2005-01-01,2004.915300546448,2005.0,17.298688831981494,28.1136996894024,40888,40888,0.0,,2005,1,1,2005-01-01,2005.0027322404371,-97.95184808506863
2005-02-01,2005.0,2005.0849315068488,15.811223953814604,26.4662406816777,40888,40888,0.0,,2005,2,1,2005-02-01,2005.0874316939892,-82.14062413125403
2005-02-28,2005.0849315068488,2005.1616438356164,-6.479311154016003,29.269828947533696,40888,40888,0.0,,2005,2,28,2005-02-28,2005.1612021857923,-88.61993528527003
2005-03-29,2005.1616438356164,2005.2465753424656,17.7803417668046,29.9878257481209,40888,40888,0.0,,2005,3,29,2005-03-29,2005.24043715847,-70.83959351846543
2005-04-28,2005.2465753424656,2005.328767123288,0.2752406027892995,29.4707402036395,40888,40888,0.0,,2005,4,28,2005-04-28,2005.3224043715848,-70.56435291567614
2005-05-29,2005.328767123288,2005.4136986301369,14.5929745317048,30.6570812584152,40888,40888,0.0,,2005,5,29,2005-05-29,2005.4071038251366,-55.97137838397134
2005-06-28,2005.4136986301369,2005.495890410959,26.2304241340792,31.8867462942823,40888,40888,0.0,,2005,6,28,2005-06-28,2005.4890710382513,-29.74095424989214
2005-07-29,2005.495890410959,2005.580821917808,-70.284602516695,29.9638864352529,40888,40888,0.0,,2005,7,29,2005-07-29,2005.5737704918033,-100.02555676658714
2005-08-30,2005.580821917808,2005.6657534246576,-44.060256900177706,30.0144292993961,40888,40888,0.0,,2005,8,30,2005-08-30,2005.6612021857923,-144.08581366676486
2005-09-29,2005.6657534246576,2005.74794520548,-11.772802927606987,30.5924032226363,40888,40888,0.0,,2005,9,29,2005-09-29,2005.7431693989072,-155.85861659437185
2005-10-30,2005.74794520548,2005.8328767123287,5.712243489603992,30.004436852758506,40888,40888,0.0,,2005,10,30,2005-10-30,2005.827868852459,-150.14637310476786
2005-11-29,2005.8328767123287,2005.9150684931508,24.335629099377897,31.4772910611817,40888,40888,0.0,,2005,11,29,2005-11-29,2005.9098360655737,-125.81074400538996
2006-01-01,2005.9150684931508,2006.0,-0.8787246794341002,39.3944941977356,40888,40888,0.0,,2006,1,1,2006-01-01,2006.0027322404371,-126.68946868482406
2006-02-01,2006.0,2006.0849315068488,4.15522394896,34.0019744135248,40888,40888,0.0,,2006,2,1,2006-02-01,2006.0874316939892,-122.53424473586406
2006-02-28,2006.0849315068488,2006.1616438356164,19.302910881624804,33.7547747177739,40888,40888,0.0,,2006,2,28,2006-02-28,2006.1612021857923,-103.23133385423927
2006-03-29,2006.1616438356164,2006.2465753424656,-12.470675503114895,32.3610285958148,40888,40888,0.0,,2006,3,29,2006-03-29,2006.24043715847,-115.70200935735416
2006-04-28,2006.2465753424656,2006.328767123288,32.592047994747496,32.438955102973,40888,40888,0.0,,2006,4,28,2006-04-28,2006.3224043715848,-83.10996136260667
2006-05-29,2006.328767123288,2006.4136986301369,3.883797073221004,31.6621070266104,40888,40888,0.0,,2006,5,29,2006-05-29,2006.4071038251366,-79.22616428938566
2006-06-28,2006.4136986301369,2006.495890410959,0.7350126548513956,35.3865234180918,40888,40888,0.0,,2006,6,28,2006-06-28,2006.4890710382513,-78.49115163453428
2006-07-29,2006.495890410959,2006.580821917808,-64.3849459340955,34.6482385635364,40888,40888,0.0,,2006,7,29,2006-07-29,2006.5737704918033,-142.87609756862977
2006-08-30,2006.580821917808,2006.6657534246576,-33.70868288176209,32.0473318397715,40888,40888,0.0,,2006,8,30,2006-08-30,2006.6612021857923,-176.58478045039186
2006-09-29,2006.6657534246576,2006.74794520548,-12.978801382589012,35.4962714086372,40888,40888,0.0,,2006,9,29,2006-09-29,2006.7431693989072,-189.56358183298087
2006-10-30,2006.74794520548,2006.8328767123287,19.462005575082003,33.8380859234366,40888,40888,0.0,,2006,10,30,2006-10-30,2006.827868852459,-170.10157625789887
2006-11-29,2006.8328767123287,2006.9150684931508,-6.997796890507999,33.4651949084324,40888,40888,0.0,,2006,11,29,2006-11-29,2006.9098360655737,-177.09937314840687
2007-01-01,2006.9150684931508,2007.0,37.9642516715072,35.6252852230034,40888,40888,0.0,,2007,1,1,2007-01-01,2007.0027322404371,-139.13512147689966
2007-02-01,2007.0,2007.0849315068488,-25.255654275552203,36.5441767652566,40888,40888,0.0,,2007,2,1,2007-02-01,2007.0874316939892,-164.39077575245187
2007-02-28,2007.0849315068488,2007.1616438356164,1.0179236902399964,35.895898268256,40888,40888,0.0,,2007,2,28,2007-02-28,2007.1612021857923,-163.37285206221188
2007-03-29,2007.1616438356164,2007.2465753424656,25.0889287856584,35.0575307773704,40888,40888,0.0,,2007,3,29,2007-03-29,2007.24043715847,-138.28392327655348
2007-04-28,2007.2465753424656,2007.328767123288,-28.2292002646674,35.5148469009317,40888,40888,0.0,,2007,4,28,2007-04-28,2007.3224043715848,-166.5131235412209
2007-05-29,2007.328767123288,2007.4136986301369,40.573369304204405,35.3823105381139,40888,40888,0.0,,2007,5,29,2007-05-29,2007.4071038251366,-125.93975423701649
2007-06-28,2007.4136986301369,2007.495890410959,-5.101871952745398,35.8977999319993,40888,40888,0.0,,2007,6,28,2007-06-28,2007.4890710382513,-131.04162618976187
2007-07-29,2007.495890410959,2007.580821917808,-53.382142008437,35.9876798234283,40888,40888,0.0,,2007,7,29,2007-07-29,2007.5737704918033,-184.42376819819887
2007-08-30,2007.580821917808,2007.6657534246576,-17.673397134428,38.2806441909745,40888,40888,0.0,,2007,8,30,2007-08-30,2007.6612021857923,-202.09716533262687
2007-09-29,2007.6657534246576,2007.74794520548,-20.82185002122901,39.4854262366033,40888,40888,0.0,,2007,9,29,2007-09-29,2007.7431693989072,-222.91901535385588
2007-10-30,2007.74794520548,2007.8328767123287,-1.4493393204519975,39.9461732393813,40888,40888,0.0,,2007,10,30,2007-10-30,2007.827868852459,-224.36835467430788
2007-11-29,2007.8328767123287,2007.9150684931508,16.87813682698402,41.0365799412907,40888,40888,0.0,,2007,11,29,2007-11-29,2007.9098360655737,-207.49021784732386
2008-01-01,2007.9150684931508,2008.0,14.91436209482498,39.6450584368202,40888,40888,0.0,,2008,1,1,2008-01-01,2008.0027322404371,-192.57585575249888
2008-02-01,2008.0,2008.084699453552,8.392099031409998,39.255264124661,40888,40888,0.0,,2008,2,1,2008-02-01,2008.0874316939892,-184.18375672108888
2008-02-29,2008.084699453552,2008.1639344262296,24.712372592982007,41.903718755861,40888,40888,0.0,,2008,2,29,2008-02-29,2008.1639344262296,-159.47138412810688
2008-03-29,2008.1639344262296,2008.2486338797808,-24.334018345668994,40.0197564746812,40888,40888,0.0,,2008,3,29,2008-03-29,2008.2431693989072,-183.80540247377587
2008-04-29,2008.2486338797808,2008.330601092896,18.784042846269003,41.7255591535666,40888,40888,0.0,,2008,4,29,2008-04-29,2008.327868852459,-165.02135962750685
2008-05-29,2008.330601092896,2008.415300546448,3.7591356362879935,40.9151374084411,40888,40888,0.0,,2008,5,29,2008-05-29,2008.4098360655737,-161.26222399121886
2008-06-29,2008.415300546448,2008.4972677595629,5.495484567988001,39.9173221189519,40888,40888,0.0,,2008,6,29,2008-06-29,2008.4945355191257,-155.76673942323086
2008-07-29,2008.4972677595629,2008.5819672131147,-58.26256373088499,41.4764606393438,40888,40888,0.0,,2008,7,29,2008-07-29,2008.5765027322404,-214.02930315411584
2008-09-01,2008.5819672131147,2008.6666666666667,-42.06740675023602,40.9097527720464,40888,40888,0.0,,2008,9,1,2008-09-01,2008.6693989071039,-256.0967099043519
2008-09-29,2008.6666666666667,2008.7486338797808,-22.061095310502,41.957583200477,40888,40888,0.0,,2008,9,29,2008-09-29,2008.7459016393443,-278.1578052148539
2008-10-30,2008.7486338797808,2008.8333333333333,24.397210885541,41.7558699047966,40888,40888,0.0,,2008,10,30,2008-10-30,2008.8306010928961,-253.7605943293129
2008-11-29,2008.8333333333333,2008.915300546448,12.02017949909802,44.0064346714892,40888,40888,0.0,,2008,11,29,2008-11-29,2008.9125683060108,-241.7404148302149
2009-01-01,2008.915300546448,2009.0,-4.169718493489,44.1698880603367,40888,40888,0.0,,2009,1,1,2009-01-01,2009.0027322404371,-245.9101333237039
2009-02-01,2009.0,2009.0849315068488,32.31329406386999,44.2756816065871,40888,40888,0.0,,2009,2,1,2009-02-01,2009.0874316939892,-213.5968392598339
2009-02-28,2009.0849315068488,2009.1616438356164,-23.60160948904499,45.3915241337032,40888,40888,0.0,,2009,2,28,2009-02-28,2009.1612021857923,-237.1984487488789
2009-03-29,2009.1616438356164,2009.2465753424656,22.020452953855,45.3857698015812,40888,40888,0.0,,2009,3,29,2009-03-29,2009.24043715847,-215.1779957950239
2009-04-28,2009.2465753424656,2009.328767123288,-10.995894913757011,43.5861238103479,40888,40888,0.0,,2009,4,28,2009-04-28,2009.3224043715848,-226.1738907087809
2009-05-29,2009.328767123288,2009.4136986301369,19.29286699167099,43.8742731092654,40888,40888,0.0,,2009,5,29,2009-05-29,2009.4071038251366,-206.8810237171099
2009-06-28,2009.4136986301369,2009.495890410959,-7.972033922656976,45.0506072620676,40888,40888,0.0,,2009,6,28,2009-06-28,2009.4890710382513,-214.8530576397669
2009-07-29,2009.495890410959,2009.580821917808,-42.37894027347602,47.8071085793007,40888,40888,0.0,,2009,7,29,2009-07-29,2009.5737704918033,-257.23199791324294
2009-08-30,2009.580821917808,2009.6657534246576,-65.596943329467,47.5354781551947,40888,40888,0.0,,2009,8,30,2009-08-30,2009.6612021857923,-322.8289412427099
2009-09-29,2009.6657534246576,2009.74794520548,-17.15441023709701,47.6141354262137,40888,40888,0.0,,2009,9,29,2009-09-29,2009.7431693989072,-339.9833514798069
2009-10-30,2009.74794520548,2009.8328767123287,17.482015326837995,48.7126465733804,40888,40888,0.0,,2009,10,30,2009-10-30,2009.827868852459,-322.5013361529689
2009-11-29,2009.8328767123287,2009.9150684931508,26.70031104787301,48.5515450396919,40888,40888,0.0,,2009,11,29,2009-11-29,2009.9098360655737,-295.8010251050959
2010-01-01,2009.9150684931508,2010.0,8.39629487493201,48.9174610620215,40888,40888,0.0,,2010,1,1,2010-01-01,2010.0027322404371,-287.40473023016386
2010-02-01,2010.0,2010.0849315068488,-1.8443599358789984,49.5750348770123,40888,40888,0.0,,2010,2,1,2010-02-01,2010.0874316939892,-289.2490901660429
2010-02-28,2010.0849315068488,2010.1616438356164,9.938125838698,50.1385893954512,40888,40888,0.0,,2010,2,28,2010-02-28,2010.1612021857923,-279.3109643273449
2010-03-29,2010.1616438356164,2010.2465753424656,11.066564087077978,50.4245544205753,40888,40888,0.0,,2010,3,29,2010-03-29,2010.24043715847,-268.24440024026694
2010-04-28,2010.2465753424656,2010.328767123288,7.057388248767012,50.5591591797926,40888,40888,0.0,,2010,4,28,2010-04-28,2010.3224043715848,-261.18701199149996
2010-05-29,2010.328767123288,2010.4136986301369,6.131706311903997,50.7876649014688,40888,40888,0.0,,2010,5,29,2010-05-29,2010.4071038251366,-255.05530567959596
2010-06-28,2010.4136986301369,2010.495890410959,-5.474187553549996,52.3561127950611,40888,40888,0.0,,2010,6,28,2010-06-28,2010.4890710382513,-260.52949323314596
2010-07-29,2010.495890410959,2010.580821917808,-62.37863252366203,49.8667580093023,40888,40888,0.0,,2010,7,29,2010-07-29,2010.5737704918033,-322.908125756808
2010-08-30,2010.580821917808,2010.6657534246576,-35.36455239296896,49.3670242618113,40888,40888,0.0,,2010,8,30,2010-08-30,2010.6612021857923,-358.27267814977694
2010-09-29,2010.6657534246576,2010.74794520548,-21.29869839650604,50.0818210622427,40888,40888,0.0,,2010,9,29,2010-09-29,2010.7431693989072,-379.571376546283
2010-10-30,2010.74794520548,2010.8328767123287,4.430851808579007,50.6696875532167,40888,40888,0.0,,2010,10,30,2010-10-30,2010.827868852459,-375.14052473770397
2010-11-29,2010.8328767123287,2010.9150684931508,-2.889498281040005,51.4186389395335,40888,40888,0.0,,2010,11,29,2010-11-29,2010.9098360655737,-378.030023018744
2011-01-01,2010.9150684931508,2011.0,28.629685863046006,52.5186093832783,40888,40888,0.0,,2011,1,1,2011-01-01,2011.0027322404371,-349.40033715569797
2011-02-01,2011.0,2011.0849315068488,25.44727909161136,57.42978921786304,40888,40888,0.0,,2011,2,1,2011-02-01,2011.0874316939892,-323.95305806408663
2011-02-28,2011.0849315068488,2011.1616438356164,20.038385088159032,56.106872147203,40888,40888,0.0,,2011,2,28,2011-02-28,2011.1612021857923,-303.9146729759276
2011-03-29,2011.1616438356164,2011.2465753424656,-23.84287896811901,53.1518957634638,40888,40888,0.0,,2011,3,29,2011-03-29,2011.24043715847,-327.7575519440466
2011-04-28,2011.2465753424656,2011.328767123288,33.961242788162,53.0889925202075,40888,40888,0.0,,2011,4,28,2011-04-28,2011.3224043715848,-293.7963091558846
2011-05-29,2011.328767123288,2011.4136986301369,-4.639087285120013,53.1845034236249,40888,40888,0.0,,2011,5,29,2011-05-29,2011.4071038251366,-298.4353964410046
2011-06-28,2011.4136986301369,2011.495890410959,-16.598776365970433,52.32220357571088,40888,40888,0.0,,2011,6,28,2011-06-28,2011.4890710382513,-315.03417280697505
2011-07-29,2011.495890410959,2011.580821917808,-29.70320864447399,55.0683315606045,40888,40888,0.0,,2011,7,29,2011-07-29,2011.5737704918033,-344.73738145144904
2011-08-30,2011.580821917808,2011.6657534246576,-47.32976091296303,54.68070280528,40888,40888,0.0,,2011,8,30,2011-08-30,2011.6612021857923,-392.06714236441206
2011-09-29,2011.6657534246576,2011.74794520548,-29.78461804420499,54.8767061505675,40888,40888,0.0,,2011,9,29,2011-09-29,2011.7431693989072,-421.85176040861705
2011-10-29,2011.74794520548,2011.830136986301,16.482660507021023,55.370246857029,40888,40888,0.0,,2011,10,29,2011-10-29,2011.8251366120219,-405.36909990159603
2011-11-15,2011.830136986301,2011.876712328767,13.641763284940964,56.6630750911342,40888,40888,0.0,,2011,11,15,2011-11-15,2011.8715846994535,-391.72733661665507
2011-12-10,2011.876712328767,2011.945205479452,21.184902186949337,65.24799303649485,40888,40888,0.0,,2011,12,10,2011-12-10,2011.9398907103825,-370.54243442970574
2012-01-09,2011.945205479452,2012.0273224043715,27.38394930810904,56.8767167953605,40888,40888,0.0,,2012,1,9,2012-01-09,2012.0245901639344,-343.1584851215967
2012-02-01,2012.0273224043715,2012.084699453552,-8.826648421213008,56.1702514214323,40888,40888,0.0,,2012,2,1,2012-02-01,2012.0874316939892,-351.9851335428097
2012-02-29,2012.084699453552,2012.1639344262296,9.652250699202966,56.4928317542305,40888,40888,0.0,,2012,2,29,2012-02-29,2012.1639344262296,-342.33288284360674
2012-03-29,2012.1639344262296,2012.2459016393443,5.907144059243024,56.81052399795,40888,40888,0.0,,2012,3,29,2012-03-29,2012.2431693989072,-336.4257387843637
2012-04-29,2012.2459016393443,2012.330601092896,4.569416012342003,58.0541843591823,40888,40888,0.0,,2012,4,29,2012-04-29,2012.327868852459,-331.8563227720217
2012-05-29,2012.330601092896,2012.415300546448,6.877902637184455,59.4666546384629,40888,40888,0.0,,2012,5,29,2012-05-29,2012.4098360655737,-324.9784201348373
2012-06-29,2012.415300546448,2012.4972677595629,8.88017628662601,58.84982075381871,40888,40888,0.0,,2012,6,29,2012-06-29,2012.4945355191257,-316.09824384821127
2012-07-29,2012.4972677595629,2012.5819672131147,-53.817024123319015,58.6506050830879,40888,40888,0.0,,2012,7,29,2012-07-29,2012.5765027322404,-369.9152679715303
2012-09-01,2012.5819672131147,2012.6666666666667,-50.67211941662799,58.4042608257111,40888,40888,0.0,,2012,9,1,2012-09-01,2012.6693989071039,-420.5873873881583
2012-09-29,2012.6666666666667,2012.7486338797808,4.745801460896018,59.535946333603405,40888,40888,0.0,,2012,9,29,2012-09-29,2012.7459016393443,-415.84158592726226
2012-10-30,2012.7486338797808,2012.8333333333333,11.767541454161902,62.25557844435461,40888,40888,0.0,,2012,10,30,2012-10-30,2012.8306010928961,-404.07404447310034
2012-11-29,2012.8333333333333,2012.915300546448,18.004778683816994,60.8248386588155,40888,40888,0.0,,2012,11,29,2012-11-29,2012.9125683060108,-386.06926578928335
2013-01-01,2012.915300546448,2013.0,26.036583138666003,60.5822898681497,40888,40888,0.0,,2013,1,1,2013-01-01,2013.0027322404371,-360.03268265061735
2013-02-01,2013.0,2013.0849315068488,-12.418172771602997,60.8256490119368,40888,40888,0.0,,2013,2,1,2013-02-01,2013.0874316939892,-372.45085542222034
2013-02-28,2013.0849315068488,2013.1616438356164,-23.23377975383601,61.5720074037562,40888,40888,0.0,,2013,2,28,2013-02-28,2013.1612021857923,-395.68463517605636
2013-03-29,2013.1616438356164,2013.2465753424656,11.545528353993928,67.01005840801287,40888,40888,0.0,,2013,3,29,2013-03-29,2013.24043715847,-384.13910682206244
2013-04-28,2013.2465753424656,2013.328767123288,47.27615529406398,63.4198827477534,40888,40888,0.0,,2013,4,28,2013-04-28,2013.3224043715848,-336.86295152799846
2013-05-29,2013.328767123288,2013.4136986301369,23.606557355993004,62.530441767865305,40888,40888,0.0,,2013,5,29,2013-05-29,2013.4071038251366,-313.25639417200546
2013-06-28,2013.4136986301369,2013.495890410959,3.947159275043021,63.17783856859969,40888,40888,0.0,,2013,6,28,2013-06-28,2013.4890710382513,-309.30923489696244
2013-07-29,2013.495890410959,2013.580821917808,-55.61524559449299,63.4774033551794,40888,40888,0.0,,2013,7,29,2013-07-29,2013.5737704918033,-364.9244804914554
2013-09-29,2013.580821917808,2013.74794520548,-104.26582793232802,128.5240172261015,40888,40888,0.0,,2013,9,29,2013-09-29,2013.7431693989072,-469.19030842378345
2013-10-30,2013.74794520548,2013.8328767123287,-48.65058233783503,65.0466138709221,40888,40888,0.0,,2013,10,30,2013-10-30,2013.827868852459,-517.8408907616185
2013-11-29,2013.8328767123287,2013.9150684931508,39.51622820855698,65.4451506430978,40888,40888,0.0,,2013,11,29,2013-11-29,2013.9098360655737,-478.32466255306156
2014-01-01,2013.9150684931508,2014.0,-23.41556298879697,65.9286483667352,40888,40888,0.0,,2014,1,1,2014-01-01,2014.0027322404371,-501.74022554185854
2014-02-01,2014.0,2014.0849315068488,22.905711937798003,68.2909473817028,40888,40888,0.0,,2014,2,1,2014-02-01,2014.0874316939892,-478.83451360406053
2014-02-28,2014.0849315068488,2014.1616438356164,17.231325040155603,60.687719882868144,40888,40888,0.0,,2014,2,28,2014-02-28,2014.1612021857923,-461.60318856390495
2014-03-29,2014.1616438356164,2014.2465753424656,15.38612148477,66.5706523580042,40888,40888,0.0,,2014,3,29,2014-03-29,2014.24043715847,-446.21706707913495
2014-04-28,2014.2465753424656,2014.328767123288,-0.7963722416139944,66.973733651732,40888,40888,0.0,,2014,4,28,2014-04-28,2014.3224043715848,-447.01343932074894
2014-05-29,2014.328767123288,2014.4136986301369,-7.032894391348009,67.1633002884732,40888,40888,0.0,,2014,5,29,2014-05-29,2014.4071038251366,-454.04633371209695
2014-06-28,2014.4136986301369,2014.495890410959,10.513218394779017,68.0125097379362,40888,40888,0.0,,2014,6,28,2014-06-28,2014.4890710382513,-443.53311531731794
2014-07-29,2014.495890410959,2014.580821917808,-33.160832618699125,69.34677779390299,40888,40888,0.0,,2014,7,29,2014-07-29,2014.5737704918033,-476.6939479360171
2014-08-30,2014.580821917808,2014.6657534246576,-77.19740840441102,68.3357868933892,40888,40888,0.0,,2014,8,30,2014-08-30,2014.6612021857923,-553.891356340428
2014-09-29,2014.6657534246576,2014.74794520548,-3.920940394584988,68.7860375571789,40888,40888,0.0,,2014,9,29,2014-09-29,2014.7431693989072,-557.812296735013
2014-10-30,2014.74794520548,2014.8328767123287,-7.158826169275983,69.1087442031007,40888,40888,0.0,,2014,10,30,2014-10-30,2014.827868852459,-564.9711229042889
2014-12-01,2014.8328767123287,2014.9205479452053,28.98256603311796,69.5466262377345,40888,40888,0.0,,2014,12,1,2014-12-01,2014.9153005464482,-535.988556871171
2015-01-01,2014.9205479452053,2015.0,22.58446251428952,65.60588074183254,40888,40888,0.0,,2015,1,1,2015-01-01,2015.0027322404371,-513.4040943568815
2015-02-01,2015.0,2015.0849315068488,20.34763226815602,73.2808434793912,40888,40888,0.0,,2015,2,1,2015-02-01,2015.0874316939892,-493.0564620887255
2015-02-28,2015.0849315068488,2015.1616438356164,-4.891784020585988,74.8974454239667,40888,40888,0.0,,2015,2,28,2015-02-28,2015.1612021857923,-497.94824610931147
2015-03-29,2015.1616438356164,2015.2465753424656,10.486779384952,71.2452679675303,40888,40888,0.0,,2015,3,29,2015-03-29,2015.24043715847,-487.46146672435947
2015-04-27,2015.2465753424656,2015.3260273972603,-22.815483098539005,71.6410407383463,40888,40888,0.0,,2015,4,27,2015-04-27,2015.3196721311476,-510.2769498228985
2015-05-29,2015.3260273972603,2015.4136986301369,-1.5297685666869825,71.8511158998049,40888,40888,0.0,,2015,5,29,2015-05-29,2015.4071038251366,-511.80671838958546
2015-06-26,2015.4136986301369,2015.490410958904,-13.1948317096121,62.24521263331636,40888,40888,0.0,,2015,6,26,2015-06-26,2015.483606557377,-525.0015500991975
2015-07-29,2015.490410958904,2015.580821917808,-29.697522186682026,73.3753138913599,40888,40888,0.0,,2015,7,29,2015-07-29,2015.5737704918033,-554.6990722858795
2015-08-30,2015.580821917808,2015.6657534246576,-20.595786172965006,73.2146454312645,40888,40888,0.0,,2015,8,30,2015-08-30,2015.6612021857923,-575.2948584588446
2015-09-29,2015.6657534246576,2015.74794520548,15.217753780950998,73.8012959103952,40888,40888,0.0,,2015,9,29,2015-09-29,2015.7431693989072,-560.0771046778937
2015-11-29,2015.74794520548,2015.9150684931508,54.632712294959525,145.180004953935,40888,40888,0.0,,2015,11,29,2015-11-29,2015.9098360655737,-505.44439238293415
2016-01-02,2015.9150684931508,2016.0054644808745,42.779229221994,75.7172204478443,40888,40888,0.0,,2016,1,2,2016-01-02,2016.0054644808743,-462.66516316094015
2016-01-28,2016.0054644808745,2016.0765027322404,0.3834321557409907,75.5884530158174,40888,40888,0.0,,2016,1,28,2016-01-28,2016.0765027322404,-462.28173100519916
2016-02-29,2016.0765027322404,2016.1639344262296,-26.841182512560977,75.9552568144802,40888,40888,0.0,,2016,2,29,2016-02-29,2016.1639344262296,-489.12291351776014
2016-03-29,2016.1639344262296,2016.2486338797808,13.496450009893977,76.4547083042761,40888,40888,0.0,,2016,3,29,2016-03-29,2016.2431693989072,-475.62646350786616
